"id","base_id","product","language","region","theme","text","character_count","multilingual_message","cta","destination_url","tracking_url","channel","status","planned_at","published_at","notes"
"DCP-045-en","DCP-045","DailyCashPlan","en","","Peace of mind","A bad spending day does not ruin the month.

Do not wait for Monday or next month.

Check what remains.
Adjust one category.
Continue with the next decision.

Try DailyCashPlan free:
https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-045

🌍 Available in 8 language/region versions.

DM me with your feedback.","376","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/dailycashplan/","https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-045","threads","SOURCE","","",""
"DCP-046-en","DCP-046","DailyCashPlan","en","","Budget myths","Saving what is left rarely works.

There is often nothing left by accident.

Choose a small amount first.
Treat it like a bill.
Increase it only when the habit feels stable.

Try DailyCashPlan free:
https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-046

🌍 Available in 8 language/region versions.

DM me with your feedback.","392","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/dailycashplan/","https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-046","threads","SOURCE","","",""
"DCP-047-en","DCP-047","DailyCashPlan","en","","Where did my money go?","Before: Can I afford this today?

After: Can I afford this
after bills, debt and tomorrow’s needs?

One better question
can prevent a week of stress.

Try DailyCashPlan free:
https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-047

🌍 Available in 8 language/region versions.

DM me with your feedback.","368","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/dailycashplan/","https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-047","threads","SOURCE","","",""
"DCP-048-en","DCP-048","DailyCashPlan","en","","Small wins","Try a Sunday 10-minute money check-in.

→ Review the week
→ Check upcoming bills
→ Set one spending target
→ Plan one small win

Stop when the timer ends.

Try DailyCashPlan free:
https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-048

🌍 Available in 8 language/region versions.

DM me with your feedback.","373","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/dailycashplan/","https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-048","threads","SOURCE","","",""
"DCP-049-en","DCP-049","DailyCashPlan","en","","Bills & debt","Extra debt payments should not create new debt.

Keep enough for essentials
and a small surprise.

A slower payment you can sustain
beats a heroic payment you must undo.

Try DailyCashPlan free:
https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-049

🌍 Available in 8 language/region versions.

DM me with your feedback.","388","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/dailycashplan/","https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-049","threads","SOURCE","","",""
"DCP-050-en","DCP-050","DailyCashPlan","en","","Peace of mind","One page can be enough for a money plan.

If it shows what comes in,
what must go out
and what remains,
you can make the next decision
without rebuilding your whole life.

Try DailyCashPlan free:
https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-050

🌍 Available in 8 language/region versions.

DM me with your feedback.","389","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/dailycashplan/","https://vid567.github.io/dailycashplan/?utm_source=threads&utm_medium=social&utm_campaign=dcp_beta_en&utm_content=dcp-050","threads","SOURCE","","",""
"PP-001-en","PP-001","PantryPlan","en","","Relatable story","I bought eggs yesterday.

Got home.
Opened the fridge.

There were already 18 eggs.

Not because I forgot.
Because I had no overview.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-001

🌍 Available in 8 language/region versions.

DM me with your feedback.","346","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-001","threads","SOURCE","","",""
"PP-002-en","PP-002","PantryPlan","en","","Relatable story","I kept buying pasta.

Every week.

Last weekend I counted...

11 unopened packs.

Apparently my memory is not inventory.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-002

🌍 Available in 8 language/region versions.

DM me with your feedback.","333","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-002","threads","SOURCE","","",""
"PP-003-en","PP-003","PantryPlan","en","","Shopping clarity","Ever stood in the supermarket thinking...

Do we still have rice?

You guess.
Sometimes you are right.

Usually you buy another bag.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-003

🌍 Available in 8 language/region versions.

DM me with your feedback.","345","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-003","threads","SOURCE","","",""
"PP-004-en","PP-004","PantryPlan","en","","Waste & duplicates","The problem is not shopping.

It is shopping without knowing
what is already at home.

That is where money disappears.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-004

🌍 Available in 8 language/region versions.

DM me with your feedback.","331","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-004","threads","SOURCE","","",""
"PP-005-en","PP-005","PantryPlan","en","","Waste & duplicates","I threw away food again.

Not because it expired yesterday.

Because I forgot it existed.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-005

🌍 Available in 8 language/region versions.

DM me with your feedback.","302","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-005","threads","SOURCE","","",""
"PP-006-en","PP-006","PantryPlan","en","","Relatable story","My cupboard looked full.

Dinner options?
None.

Turns out I had ingredients...

Just not an overview.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-006

🌍 Available in 8 language/region versions.

DM me with your feedback.","315","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-006","threads","SOURCE","","",""
"PP-007-en","PP-007","PantryPlan","en","","Waste & duplicates","We both bought coffee.

My partner bought coffee.
I bought coffee.

We already had coffee.

Communication was not the problem.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-007

🌍 Available in 8 language/region versions.

DM me with your feedback.","339","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-007","threads","SOURCE","","",""
"PP-008-en","PP-008","PantryPlan","en","","Shopping clarity","A shopping list helps.

Knowing what is already in your pantry
helps even more.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-008

🌍 Available in 8 language/region versions.

DM me with your feedback.","292","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-008","threads","SOURCE","","",""
"PP-009-en","PP-009","PantryPlan","en","","Relatable story","I used sticky notes.

Then paper.
Then spreadsheets.

None of them survived grocery day.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-009

🌍 Available in 8 language/region versions.

DM me with your feedback.","301","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-009","threads","SOURCE","","",""
"PP-010-en","PP-010","PantryPlan","en","","Waste & duplicates","The cheapest groceries...

Are the ones you do not buy twice.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-010

🌍 Available in 8 language/region versions.

DM me with your feedback.","274","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-010","threads","SOURCE","","",""
"PP-011-en","PP-011","PantryPlan","en","","Easy input","Typing milk, bread and eggs gets old.

Saying them out loud
takes seconds.

That is why PantryPlan supports voice input.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-011

🌍 Available in 8 language/region versions.

DM me with your feedback.","333","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-011","threads","SOURCE","","",""
"PP-012-en","PP-012","PantryPlan","en","","Easy input","I started adding photos to pantry items.

Finding the right product
became much easier.

Funny how one picture
can save so much time.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-012

🌍 Available in 8 language/region versions.

DM me with your feedback.","346","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-012","threads","SOURCE","","",""
"PP-013-en","PP-013","PantryPlan","en","","Shopping clarity","Most people organize their shopping.

Very few organize
the place they are shopping for.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-013

🌍 Available in 8 language/region versions.

DM me with your feedback.","301","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-013","threads","SOURCE","","",""
"PP-014-en","PP-014","PantryPlan","en","","Shopping clarity","Every grocery trip used to include:

I think we need...

Now I can check before I buy.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-014

🌍 Available in 8 language/region versions.

DM me with your feedback.","299","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-014","threads","SOURCE","","",""
"PP-015-en","PP-015","PantryPlan","en","","Simple & private","My memory is not bad.

It is just overloaded.

So I stopped relying on it.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-015

🌍 Available in 8 language/region versions.

DM me with your feedback.","287","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-015","threads","SOURCE","","",""
"PP-016-en","PP-016","PantryPlan","en","","Waste & duplicates","Food waste is not always about buying too much.

Sometimes it is simply forgetting
what you already own.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-016

🌍 Available in 8 language/region versions.

DM me with your feedback.","317","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-016","threads","SOURCE","","",""
"PP-017-en","PP-017","PantryPlan","en","","Shopping clarity","One small habit.

Check the pantry.
Then go shopping.

That is it.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-017

🌍 Available in 8 language/region versions.

DM me with your feedback.","279","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-017","threads","SOURCE","","",""
"PP-018-en","PP-018","PantryPlan","en","","Simple & private","No subscription.

No account.
No complicated setup.

Just open it and start.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-018

🌍 Available in 8 language/region versions.

DM me with your feedback.","289","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-018","threads","SOURCE","","",""
"PP-019-en","PP-019","PantryPlan","en","","Simple & private","Everything stays on your device.

That is exactly where
I want my pantry list.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-019

🌍 Available in 8 language/region versions.

DM me with your feedback.","291","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-019","threads","SOURCE","","",""
"PP-020-en","PP-020","PantryPlan","en","","Simple & private","Internet down?

No problem.

Your pantry still works offline
after the first load.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-020

🌍 Available in 8 language/region versions.

DM me with your feedback.","295","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-020","threads","SOURCE","","",""
"PP-021-en","PP-021","PantryPlan","en","","Simple & private","The goal is not a perfect pantry.

The goal is finding things
when you need them.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-021

🌍 Available in 8 language/region versions.

DM me with your feedback.","294","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-021","threads","SOURCE","","",""
"PP-022-en","PP-022","PantryPlan","en","","Waste & duplicates","One forgotten can.

One forgotten bottle.
One forgotten bag.

Multiply that by a year.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-022

🌍 Available in 8 language/region versions.

DM me with your feedback.","299","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-022","threads","SOURCE","","",""
"PP-023-en","PP-023","PantryPlan","en","","Relatable story","I do not need another productivity app.

I just need to know
whether I already have ketchup.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-023

🌍 Available in 8 language/region versions.

DM me with your feedback.","305","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-023","threads","SOURCE","","",""
"PP-024-en","PP-024","PantryPlan","en","","Shopping clarity","The best grocery decision...

Sometimes happens
before leaving home.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-024

🌍 Available in 8 language/region versions.

DM me with your feedback.","281","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-024","threads","SOURCE","","",""
"PP-025-en","PP-025","PantryPlan","en","","Shopping clarity","A simple pantry creates simpler shopping.

Less guessing.
Less waste.
Less spending.

That is the goal.

Try PantryPlan free 👇
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-025

🌍 Available in 8 language/region versions.

DM me with your feedback.","316","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-025","threads","SOURCE","","",""
"PP-026-en","PP-026","PantryPlan","en","","Waste & duplicates","Why did I buy another jar?

Because the first one was hiding.

→ Check before shopping
→ Move older items forward
→ Add what you already own

Visible food gets used.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-026

🌍 Available in 8 language/region versions.

DM me with your feedback.","376","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-026","threads","SOURCE","","",""
"PP-027-en","PP-027","PantryPlan","en","","Waste & duplicates","Expired food often starts with forgotten food.

Put soon-to-expire items
where you can see them.

Plan one meal around them.
A small check can save a full bag.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-027

🌍 Available in 8 language/region versions.

DM me with your feedback.","370","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-027","threads","SOURCE","","",""
"PP-028-en","PP-028","PantryPlan","en","","Shopping clarity","Try the five-minute pantry challenge.

→ Open one cupboard
→ Add what you use most
→ Note what is running low
→ Stop after five minutes

Quick beats perfect.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-028

🌍 Available in 8 language/region versions.

DM me with your feedback.","368","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-028","threads","SOURCE","","",""
"PP-029-en","PP-029","PantryPlan","en","","Shopping clarity","Meal planning starts with what you own.

Check your pantry first.
Then choose meals.
Then build the list.

That order saves money
and prevents extra shopping.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-029

🌍 Available in 8 language/region versions.

DM me with your feedback.","369","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-029","threads","SOURCE","","",""
"PP-030-en","PP-030","PantryPlan","en","","Easy input","Too tired to type a grocery list?

Say the item instead.

Voice input can capture
milk, rice or soap in seconds.
The easier the habit,
the more likely it lasts.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-030

🌍 Available in 8 language/region versions.

DM me with your feedback.","371","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-030","threads","SOURCE","","",""
"PP-031-en","PP-031","PantryPlan","en","","Easy input","A product photo can beat a long label.

Add a clear photo
when brands look similar.

You can spot the right item faster
without reading every detail.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-031

🌍 Available in 8 language/region versions.

DM me with your feedback.","360","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-031","threads","SOURCE","","",""
"PP-032-en","PP-032","PantryPlan","en","","Shopping clarity","The list should change when your pantry changes.

Use what is running low
to build the next shopping list.

Less memory work.
Fewer missed items.
Fewer extras.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-032

🌍 Available in 8 language/region versions.

DM me with your feedback.","370","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-032","threads","SOURCE","","",""
"PP-033-en","PP-033","PantryPlan","en","","Relatable story","Two people. Two shopping trips. Four milks.

Nobody made a bad choice.
Nobody had the full picture.

A shared check before leaving
can prevent the duplicate.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-033

🌍 Available in 8 language/region versions.

DM me with your feedback.","368","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-033","threads","SOURCE","","",""
"PP-034-en","PP-034","PantryPlan","en","","Simple & private","People with ADHD do not need more guilt.

They need less to remember.

→ Add items when you notice them
→ Use photos for quick recognition
→ Check one list before shopping

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-034

🌍 Available in 8 language/region versions.

DM me with your feedback.","382","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-034","threads","SOURCE","","",""
"PP-035-en","PP-035","PantryPlan","en","","Shopping clarity","Quick tip for cheaper grocery trips.

Choose a spending limit.
Check what is at home.
Buy from the list first.

Three small steps
reduce supermarket guesswork.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-035

🌍 Available in 8 language/region versions.

DM me with your feedback.","370","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-035","threads","SOURCE","","",""
"PP-036-en","PP-036","PantryPlan","en","","Waste & duplicates","Decluttering is not throwing everything away.

Start with one shelf.

→ Group similar items
→ Move older food forward
→ Add useful items to inventory

Make the shelf easier to use.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-036

🌍 Available in 8 language/region versions.

DM me with your feedback.","391","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-036","threads","SOURCE","","",""
"PP-037-en","PP-037","PantryPlan","en","","Easy input","Barcode scanning saves the boring part.

Scan when a code is available.
Add details only when needed.

A quick entry today
can prevent a duplicate next week.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-037

🌍 Available in 8 language/region versions.

DM me with your feedback.","368","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-037","threads","SOURCE","","",""
"PP-038-en","PP-038","PantryPlan","en","","Relatable story","The supermarket aisle felt like a memory test.

Do we have cereal?
Is the oil nearly empty?

Now I check the inventory.
The decision takes seconds.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-038

🌍 Available in 8 language/region versions.

DM me with your feedback.","358","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-038","threads","SOURCE","","",""
"PP-039-en","PP-039","PantryPlan","en","","Simple & private","Myth: home inventory needs hours of setup.

Begin with ten common items.
Add more as you use them.

Your inventory can grow
with your normal routine.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-039

🌍 Available in 8 language/region versions.

DM me with your feedback.","360","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-039","threads","SOURCE","","",""
"PP-040-en","PP-040","PantryPlan","en","","Shopping clarity","Before: buying just in case.

After: checking what is at home.

The difference is one small habit.
It saves cupboard space
and keeps the receipt shorter.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-040

🌍 Available in 8 language/region versions.

DM me with your feedback.","364","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-040","threads","SOURCE","","",""
"PP-041-en","PP-041","PantryPlan","en","","Simple & private","Your grocery list can stay private.

No account is required.
Your inventory stays on your device.

Simple tools can be useful
without collecting your household data.

Try PantryPlan free:
https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-041

🌍 Available in 8 language/region versions.

DM me with your feedback.","376","🌍 Available in 8 language/region versions.","DM me with your feedback.","https://vid567.github.io/pantryplan/","https://vid567.github.io/pantryplan/?utm_source=threads&utm_medium=social&utm_campaign=pp_beta_en&utm_content=pp-041","threads","SOURCE","","",""
